cik,date,value,component
1617760,2016-01-01,1,adoption_domestic
1617959,2016-01-01,1,adoption_domestic
1618150,2016-01-01,1,adoption_domestic
1618713,2016-01-01,1,adoption_domestic
1619511,2016-01-01,1,adoption_domestic
1619616,2016-01-01,1,adoption_domestic
1620305,2016-01-01,1,adoption_domestic
1621368,2016-01-01,1,adoption_domestic
1621379,2016-01-01,1,adoption_domestic
1621466,2016-01-01,1,adoption_domestic
1622413,2016-01-01,1,adoption_domestic
1622765,2016-01-01,1,adoption_domestic
1623838,2016-01-01,1,adoption_domestic
1623916,2016-01-01,1,adoption_domestic
1625123,2016-01-01,1,adoption_domestic
1625426,2016-01-01,1,adoption_domestic
1626745,2016-01-01,1,adoption_domestic
1626941,2016-01-01,1,adoption_domestic
1628112,2016-01-01,1,adoption_domestic
1629069,2016-01-01,1,adoption_domestic
1629716,2016-01-01,1,adoption_domestic
1630477,2016-01-01,1,adoption_domestic
1630513,2016-01-01,1,adoption_domestic
1631406,2016-01-01,1,adoption_domestic
1632814,2016-01-01,1,adoption_domestic
